ts_ns	event	pid	ppid	comm	class	action
65270512361401	fork	140213	140086	sh	tool	moved:toolexec
65270512452532	exit	140212	0		tool	none
65270512548368	exec	140213	140086	grep	tool	none
65270513013218	exit	140213	0		tool	none
65270513072829	fork	140214	140086	sh	tool	moved:toolexec
65270513233121	exec	140214	140086	file	tool	none
65270514020758	exit	140214	0		tool	none
65270514060850	fork	140215	140086	sh	tool	moved:toolexec
65270514099248	fork	140216	140086	sh	tool	moved:toolexec
65270514168337	exit	140215	0		tool	none
65270514266155	exec	140216	140086	grep	tool	none
65270514702094	exit	140216	0		tool	none
65270514749048	fork	140217	140086	sh	tool	moved:toolexec
65270514909399	exec	140217	140086	file	tool	none
65270515590625	exit	140217	0		tool	none
65270515636241	fork	140218	140086	sh	tool	moved:toolexec
65270515675614	fork	140219	140086	sh	tool	moved:toolexec
65270515745607	exit	140218	0		tool	none
65270515841981	exec	140219	140086	grep	tool	none
65270516284409	exit	140219	0		tool	none
65270516334009	fork	140220	140086	sh	tool	moved:toolexec
65270516495469	exec	140220	140086	file	tool	none
65270517139071	exit	140220	0		tool	none
65270517179100	fork	140221	140086	sh	tool	moved:toolexec
65270517220590	fork	140222	140086	sh	tool	moved:toolexec
65270517285114	exit	140221	0		tool	none
65270517388038	exec	140222	140086	grep	tool	none
65270517819595	exit	140222	0		tool	none
65270517867431	fork	140223	140086	sh	tool	moved:toolexec
65270518035552	exec	140223	140086	file	tool	none
65270518665945	exit	140223	0		tool	none
65270518703769	fork	140224	140086	sh	tool	moved:toolexec
65270518748406	fork	140225	140086	sh	tool	moved:toolexec
65270518818423	exit	140224	0		tool	none
65270518913531	exec	140225	140086	grep	tool	none
65270519355911	exit	140225	0		tool	none
65270519406497	fork	140226	140086	sh	tool	moved:toolexec
65270519571092	exec	140226	140086	file	tool	none
65270520252826	exit	140226	0		tool	none
65270520290454	fork	140227	140086	sh	tool	moved:toolexec
65270520329519	fork	140228	140086	sh	tool	moved:toolexec
65270520399343	exit	140227	0		tool	none
65270520498545	exec	140228	140086	grep	tool	none
65270520939472	exit	140228	0		tool	none
65270520992059	fork	140229	140086	sh	tool	moved:toolexec
65270521164257	exec	140229	140086	file	tool	none
65270522190203	exit	140229	0		tool	none
65270522230032	fork	140230	140086	sh	tool	moved:toolexec
65270522268669	fork	140231	140086	sh	tool	moved:toolexec
65270522338815	exit	140230	0		tool	none
65270522582613	exec	140231	140086	grep	tool	none
65270523092707	exit	140231	0		tool	none
65270523148644	fork	140232	140086	sh	tool	moved:toolexec
65270523316841	exec	140232	140086	file	tool	none
65270523987388	exit	140232	0		tool	none
65270524037289	fork	140233	140086	sh	tool	moved:toolexec
65270524075079	fork	140234	140086	sh	tool	moved:toolexec
65270524151939	exit	140233	0		tool	none
65270524246980	exec	140234	140086	grep	tool	none
65270524703445	exit	140234	0		tool	none
65270524751332	fork	140235	140086	sh	tool	moved:toolexec
65270524917622	exec	140235	140086	file	tool	none
65270525630028	exit	140235	0		tool	none
65270525678075	fork	140236	140086	sh	tool	moved:toolexec
65270525717583	fork	140237	140086	sh	tool	moved:toolexec
65270525795557	exit	140236	0		tool	none
65270525878675	exec	140237	140086	grep	tool	none
65270526325901	exit	140237	0		tool	none
65270526376838	fork	140238	140086	sh	tool	moved:toolexec
65270526551515	exec	140238	140086	file	tool	none
65270527424917	exit	140238	0		tool	none
65270527471922	fork	140239	140086	sh	tool	moved:toolexec
65270527513827	fork	140240	140086	sh	tool	moved:toolexec
65270527588891	exit	140239	0		tool	none
65270527684814	exec	140240	140086	grep	tool	none
65270528120744	exit	140240	0		tool	none
65270528169219	fork	140241	140086	sh	tool	moved:toolexec
65270528335876	exec	140241	140086	file	tool	none
65270529093728	exit	140241	0		tool	none
65270529133674	fork	140242	140086	sh	tool	moved:toolexec
65270529174398	fork	140243	140086	sh	tool	moved:toolexec
65270529246603	exit	140242	0		tool	none
65270529344764	exec	140243	140086	grep	tool	none
65270529775829	exit	140243	0		tool	none
65270529827191	fork	140244	140086	sh	tool	moved:toolexec
65270530013155	exec	140244	140086	file	tool	none
65270530963580	exit	140244	0		tool	none
65270531010431	fork	140245	140086	sh	tool	moved:toolexec
65270531052569	fork	140246	140086	sh	tool	moved:toolexec
65270531128776	exit	140245	0		tool	none
65270531280141	exec	140246	140086	grep	tool	none
65270531763611	exit	140246	0		tool	none
65270531818594	fork	140247	140086	sh	tool	moved:toolexec
65270532137990	exec	140247	140086	file	tool	none
65270532808931	exit	140247	0		tool	none
65270532850103	fork	140248	140086	sh	tool	moved:toolexec
65270532887504	fork	140249	140086	sh	tool	moved:toolexec
65270533089675	exit	140248	0		tool	none
65270533195096	exec	140249	140086	grep	tool	none
65270533675060	exit	140249	0		tool	none
65270533727140	fork	140250	140086	sh	tool	moved:toolexec
65270534029747	exec	140250	140086	file	tool	none
65270535100223	exit	140250	0		tool	none
65270535143662	fork	140251	140086	sh	tool	moved:toolexec
65270535180602	fork	140252	140086	sh	tool	moved:toolexec
65270535255043	exit	140251	0		tool	none
65270535480401	exec	140252	140086	grep	tool	none
65270535961945	exit	140252	0		tool	none
65270536008855	fork	140253	140086	sh	tool	moved:toolexec
65270536316744	exec	140253	140086	file	tool	none
65270537440360	exit	140253	0		tool	none
65270537490274	fork	140254	140086	sh	tool	moved:toolexec
65270537529828	fork	140255	140086	sh	tool	moved:toolexec
65270537590390	exit	140254	0		tool	none
65270537721873	exec	140255	140086	grep	tool	none
65270538211799	exit	140255	0		tool	none
65270538256268	fork	140256	140086	sh	tool	moved:toolexec
65270538415979	exec	140256	140086	file	tool	none
65270539183004	exit	140256	0		tool	none
65270539227307	fork	140257	140086	sh	tool	moved:toolexec
65270539266288	fork	140258	140086	sh	tool	moved:toolexec
65270539342919	exit	140257	0		tool	none
65270539440446	exec	140258	140086	grep	tool	none
65270539906829	exit	140258	0		tool	none
65270539956984	fork	140259	140086	sh	tool	moved:toolexec
65270540131832	exec	140259	140086	file	tool	none
65270540880248	exit	140259	0		tool	none
65270540920454	fork	140260	140086	sh	tool	moved:toolexec
65270540965019	fork	140261	140086	sh	tool	moved:toolexec
65270541043324	exit	140260	0		tool	none
65270541137324	exec	140261	140086	grep	tool	none
65270541582013	exit	140261	0		tool	none
65270541630108	fork	140262	140086	sh	tool	moved:toolexec
65270541801914	exec	140262	140086	file	tool	none
65270542602543	exit	140262	0		tool	none
65270542640848	fork	140263	140086	sh	tool	moved:toolexec
65270542681106	fork	140264	140086	sh	tool	moved:toolexec
65270542749361	exit	140263	0		tool	none
65270542847612	exec	140264	140086	grep	tool	none
65270543291995	exit	140264	0		tool	none
65270543339043	fork	140265	140086	sh	tool	moved:toolexec
65270543505299	exec	140265	140086	file	tool	none
65270544188356	exit	140265	0		tool	none
65270544226494	fork	140266	140086	sh	tool	moved:toolexec
65270544267737	fork	140267	140086	sh	tool	moved:toolexec
65270544334432	exit	140266	0		tool	none
65270544441254	exec	140267	140086	grep	tool	none
65270544877533	exit	140267	0		tool	none
65270544928810	fork	140268	140086	sh	tool	moved:toolexec
65270545102316	exec	140268	140086	file	tool	none
65270545802957	exit	140268	0		tool	none
65270545844020	fork	140269	140086	sh	tool	moved:toolexec
65270545884651	fork	140270	140086	sh	tool	moved:toolexec
65270545952145	exit	140269	0		tool	none
65270546058958	exec	140270	140086	grep	tool	none
65270546493252	exit	140270	0		tool	none
65270546541295	fork	140271	140086	sh	tool	moved:toolexec
65270546708232	exec	140271	140086	file	tool	none
65270547424055	exit	140271	0		tool	none
65270547467565	fork	140272	140086	sh	tool	moved:toolexec
65270547507662	fork	140273	140086	sh	tool	moved:toolexec
65270547591690	exit	140272	0		tool	none
65270547679274	exec	140273	140086	grep	tool	none
65270548122610	exit	140273	0		tool	none
65270548231845	exit	140086	0		tool	none
65273090182374	fork	140578	63405	openclaw-gatewa	agent	pending
65273091877925	exec	140578	0	sh	tool	moved:toolexec
65273092289966	exit	140578	0		tool	none
65284171531989	exit	63456	0		agent	none
65284176736142	exit	63444	0		agent	none
65284425881509	exit	63405	0		agent	none
65284425882473	exit	63394	0		agent	none
65284442358283	exit	62888	0		agent	none
