# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 51K of event 'task-clock'
# Event count (approx.): 260417052875
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
# ........  .......  .................................................  .......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  python   ft2font.cpython-310-x86_64-linux-gnu.so            [.] af_glyph_hints_reload
     0.01%  python   ld-linux-x86-64.so.2                               [.] _dl_map_object_from_fd
     0.01%  python   ld-linux-x86-64.so.2                               [.] dl_open_worker_begin
     0.01%  python   libc.so.6                                          [.] _IO_old_init
     0.01%  python   libcrypto.so.3                                     [.] BN_sub
     0.01%  python   python3.10                                         [.] PyDict_Clear
     0.01%  python   python3.10                                         [.] PyDict_Copy
     0.01%  python   python3.10                                         [.] PyLong_AsLong
     0.01%  python   python3.10                                         [.] PyMem_Calloc
     0.01%  python   python3.10                                         [.] PyObject_Call
     0.01%  python   python3.10                                         [.] PySequence_Check
     0.01%  python   python3.10                                         [.] PyThreadState_Get
     0.01%  python   python3.10                                         [.] _Py_CheckFunctionResult
     0.01%  python   python3.10                                         [.] _Py_Dealloc
     0.01%  python   python3.10                                         [.] 0x0000000000151ffc
     0.01%  python   python3.10                                         [.] 0x00000000001525a1
     0.01%  python   python3.10                                         [.] 0x00000000001526eb
     0.01%  python   python3.10                                         [.] 0x0000000000152ab7
     0.01%  python   python3.10                                         [.] 0x0000000000159156
     0.01%  python   python3.10                                         [.] 0x000000000015916a
     0.01%  python   python3.10                                         [.] 0x000000000015a06b
     0.01%  python   python3.10                                         [.] 0x000000000015aef6
     0.01%  python   python3.10                                         [.] 0x000000000015b24f
     0.01%  python   python3.10                                         [.] 0x000000000015c4e7
     0.01%  python   python3.10                                         [.] 0x000000000015c4fb
     0.01%  python   python3.10                                         [.] 0x000000000015d425
     0.01%  python   python3.10                                         [.] 0x000000000015d6b0
     0.01%  python   python3.10                                         [.] 0x000000000015de32
     0.01%  python   python3.10                                         [.] 0x000000000015de36
     0.01%  python   python3.10                                         [.] 0x000000000015de9c
     0.01%  python   python3.10                                         [.] 0x000000000015df09
     0.01%  python   python3.10                                         [.] 0x000000000015df71
     0.01%  python   python3.10                                         [.] 0x000000000015dfc9
     0.01%  python   python3.10                                         [.] 0x000000000015e4ed
     0.01%  python   python3.10                                         [.] 0x000000000015e4fa
     0.01%  python   python3.10                                         [.] 0x000000000015ee60
     0.01%  python   python3.10                                         [.] 0x0000000000162108
     0.01%  python   python3.10                                         [.] 0x0000000000168a38
     0.01%  python   python3.10                                         [.] 0x0000000000168e5d
     0.01%  python   python3.10                                         [.] 0x000000000016b7bd
     0.01%  python   python3.10                                         [.] 0x000000000016b7d4
     0.01%  python   python3.10                                         [.] 0x000000000016d316
     0.01%  python   python3.10                                         [.] 0x000000000016d440
     0.01%  python   python3.10                                         [.] 0x000000000016d44d
     0.01%  python   python3.10                                         [.] 0x00000000001703e0
     0.01%  python   python3.10                                         [.] 0x0000000000172107
     0.01%  python   python3.10                                         [.] 0x0000000000173b60
     0.01%  python   python3.10                                         [.] 0x0000000000184f74
     0.01%  python   python3.10                                         [.] 0x0000000000184f9f
     0.01%  python   python3.10                                         [.] 0x0000000000184fc0
     0.01%  python   python3.10                                         [.] 0x0000000000184fd8
     0.01%  python   python3.10                                         [.] 0x0000000000185240
     0.01%  python   python3.10                                         [.] 0x00000000001852a2
     0.01%  python   python3.10                                         [.] 0x00000000001852e4
     0.01%  python   python3.10                                         [.] 0x000000000018a352
     0.01%  python   python3.10                                         [.] 0x000000000018d113
     0.01%  python   python3.10                                         [.] 0x000000000018d13f
     0.01%  python   python3.10                                         [.] 0x000000000018d5be
     0.01%  python   python3.10                                         [.] 0x00000000001996b0
     0.01%  python   python3.10                                         [.] 0x00000000001a1af0
     0.01%  python   python3.10                                         [.] 0x00000000001a41eb
     0.01%  python   python3.10                                         [.] 0x00000000001a495f
     0.01%  python   python3.10                                         [.] 0x00000000001b7400
     0.01%  python   python3.10                                         [.] 0x00000000001b7fac
     0.01%  python   python3.10                                         [.] 0x00000000001b9ec7
     0.01%  python   python3.10                                         [.] 0x00000000001c88c9
     0.01%  python   python3.10                                         [.] 0x00000000001c8988
     0.01%  python   python3.10                                         [.] 0x0000000000220322
     0.01%  python   python3.10                                         [.] 0x000000000022035e
     0.01%  python   python3.10                                         [.] 0x0000000000220f39
     0.01%  python   [kernel.kallsyms]                                  [k] __mem_cgroup_charge
     0.01%  python   [kernel.kallsyms]                                  [k] __pv_queued_spin_lock_slowpath
     0.01%  python   [kernel.kallsyms]                                  [k] apparmor_inode_getattr
     0.01%  python   [kernel.kallsyms]                                  [k] consume_stock
     0.01%  python   [kernel.kallsyms]                                  [k] copy_mc_enhanced_fast_string
     0.01%  python   [kernel.kallsyms]                                  [k] copy_page
     0.01%  python   [kernel.kallsyms]                                  [k] filemap_read
     0.01%  python   [kernel.kallsyms]                                  [k] inode_permission
     0.01%  python   [kernel.kallsyms]                                  [k] mab_mas_cp
     0.01%  python   [kernel.kallsyms]                                  [k] mas_preallocate
     0.01%  python   [kernel.kallsyms]                                  [k] pte_offset_map_nolock
     0.01%  python   [kernel.kallsyms]                                  [k] set_pte_range
     0.01%  python   [kernel.kallsyms]                                  [k] smp_call_function_many_cond
     0.01%  python   _backend_agg.cpython-310-x86_64-linux-gnu.so       [.] PathNanRemover<agg::conv_transform<mpl::PathIterator, agg::trans_affine> >::vertex(double*, double*)
     0.01%  python   _backend_agg.cpython-310-x86_64-linux-gnu.so       [.] RendererAgg::clear()
     0.01%  python   _backend_agg.cpython-310-x86_64-linux-gnu.so       [.] agg::rasterizer_cells_aa<agg::cell_aa>::render_hline(int, int, int, int, int)
     0.01%  python   _backend_agg.cpython-310-x86_64-linux-gnu.so       [.] void RendererAgg::draw_markers<mpl::PathIterator>(GCAgg&, mpl::PathIterator&, agg::trans_affine&, mpl::PathIterator&, agg::trans_affine&, agg::rgba)
     0.01%  python   _backend_agg.cpython-310-x86_64-linux-gnu.so       [.] void agg::rasterizer_sl_clip<agg::ras_conv_dbl>::line_to<agg::rasterizer_cells_aa<agg::cell_aa> >(agg::rasterizer_cells_aa<agg::cell_aa>&, double, double)
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] BigInt_DivideWithRemainder_MaxQuotient9
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] BigInt_Multiply
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] DOUBLE_add_AVX2
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] PyArray_DescrFromType
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] PyArray_ExtractDTypeAndDescriptor
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] PyArray_FromArrayAttr_int
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] PyArray_UpdateFlags
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] _buffer_info_free
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] _contig_to_contig
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] convert_to_double
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] get_view_from_index
     0.01%  python   _multiarray_umath.cpython-310-x86_64-linux-gnu.so  [.] simple_legacy_resolve_descriptors
